invoice_number,Date,Company_Name,Brand_Name,Total,Customer_Category,Trade_Type,Total_Quantity,Full_Address,Country,Total_Invoice_USD
INV-1849/KEVALA/OUT/V/2024,2024-05-15,karang mas sejahtera,Ayana Hospitality,49950000.0,Hotel,Local,200.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,3081.3745681911582
INV-1850/KEVALA/OUT/V/2024,2024-05-16,hugo boss south east asia pte.ltd.,HUGO BOSS,5954.04,Hotel,Local,470.0,"302 Orchard Road, #18-01 Tong Building, Singapore, 238862",Indonesia,0.3672998485283861
INV-1851/KEVALA/OUT/V/2024,2024-05-16,bali perkasa sukses,Indigo Bali,6060600.0,Hotel,Local,13.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,373.8734476071939
INV-1852/KEVALA/OUT/V/2024,2024-08-29,optimist pererenan,Optimist Pererenan,179792250.0,Restaurant,Local,780.0,,Indonesia,11091.236570728064
INV-1853/KEVALA/OUT/V/2024,2024-05-18,"jtb trading, inc. ( six sense kyoto)",Six Sense Kyoto,1225.0,Hotel,Export,70.0,,Japan,1225.0
INV-1855/KEVALA/OUT/V/2024,2024-05-20,wahana duta jaya rucika,Ibu Ming/Elaine,38206200.0,Personal,Local,180.0,"Jl. M.I. Ridwan Rais No. 10-18, Gambir Jakarta Pusat",Indonesia,2356.909169714215
INV-1856/KEVALA/OUT/V/2024,2024-05-23,bukit uluwatu villa,Alila Uluwatu,8757900.0,Hotel,Local,51.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,540.2676742895164
INV-1857/KEVALA/OUT/V/2024,2024-05-23,nusadua graha international,The Westin Resort Nusa Dua,51953550.0,Hotel,Local,372.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,3204.971925870826
INV-1858/KEVALA/OUT/V/2024,2024-05-23,jimbaran villas,Bvlgari,8963250.0,Hotel,Local,30.0,"Jalan Goa Lempeh, Banjar Dinas Kangin, Pecatu, Uluwatu, Badung, Bali 80361
Indonesia",Indonesia,552.9355475143024
INV-1859/KEVALA/OUT/V/2024,2024-05-23,sutera bali,Mamasan,25308000.0,Restaurant,Local,160.0,JALAN PETITENGET - KAB. BADUNG,Indonesia,1561.2297812168536
INV-1860/KEVALA/OUT/V/2024,2024-05-23,nativa graha saji,Billy Ho,6526800.0,Restaurant,Local,48.0,,Indonesia,402.63294357697805
INV-1861/KEVALA/OUT/V/2024,2024-05-24,bokashi berawa,Bokashi Berawa,5827500.0,Restaurant,Local,15.0,"
Indonesia",Indonesia,359.4936996223018
INV-1862/KEVALA/OUT/V/2024,2024-05-24,amanda arumdhani,Four Season Sayan,18037500.0,Hotel,Local,111.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,1112.7185940690295
INV-1863/KEVALA/OUT/V/2024,2024-05-24,grand hyatt jakarta,Plaza Indonesia Realty,1408268.0,Hotel,Local,2.0,,Indonesia,86.87489890685538
INV-1864/KEVALA/OUT/V/2024,2024-05-24,grand hyatt jakarta,Plaza Indonesia Realty,26640000.0,Hotel,Local,60.0,,Indonesia,1643.399769701951
INV-1865/KEVALA/OUT/V/2024,2024-05-24,greenland rajawali utama,Four Seasons Hotel Jakarta,1531800.0,Hotel,Local,12.0,"Capital Place Jakarta. Jl. Gatot Subroto Kav.18, Jakarta, NO_STATE, 12920, ID",Indonesia,94.4954867578622
INV-1866/KEVALA/OUT/V/2024,2024-05-27,amanda arumdhani,Four Season Sayan,27350400.0,Hotel,Local,96.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,1687.2237635606698
INV-1867/KEVALA/OUT/V/2024,2024-05-28,good food guys,Milk & Madu Berawa,27500250.0,Restaurant,Local,120.0,"Jl. Pantai Berawa, Jl. Tegal Sari No.52, Gundul, Tibubeneng, Kec. Kuta Utara, Kab. Badung",Indonesia,1696.4678872652432
INV-1868/KEVALA/OUT/V/2024,2024-05-28,good food cafe,Milk & Madu Beach Road,42485250.0,Restaurant,Local,205.0,"Jl. Pantai Batu Bolong No.92, Canggu, Kec. Kuta Utara, Kab. Badung, Bali",Indonesia,2620.8802577225906
INV-1869/KEVALA/OUT/V/2024,2024-05-29,amanda arumdhani,Four Season Sayan,7642350.0,Hotel,Local,56.0,"Br. Kutuh, Desa Sayan, Ubud, Bali.",Indonesia,471.45030893324724
INV-1870/KEVALA/OUT/V/2024,2024-05-30,jimbaran villas,Bvlgari,4671435.0,Hotel,Local,14.0,"Jalan Goa Lempeh, Banjar Dinas Kangin, Pecatu, Uluwatu, Badung, Bali 80361
Indonesia",Indonesia,288.17699711627756
INV-1871/KEVALA/OUT/V/2024,2024-05-30,bukit uluwatu villa,Alila Uluwatu,5577750.0,Hotel,Local,26.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,344.086826781346
INV-1872/KEVALA/OUT/V/2024,2024-05-31,wana kamala gemilang,Omma Bali,46714350.0,Restaurant,Local,190.0,"Br. Sebatu, Sebatu, Tegallalang, Kab. Gianyar, Bali",Indonesia,2881.7699711627756
INV-1873/KEVALA/OUT/V/2024,2024-05-31,bali perkasa sukses,Indigo Bali,1864800.0,Hotel,Local,4.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,115.03798387913658
INV-1874/KEVALA/OUT/V/2024,2024-05-31,anaamaya resort seminyak,Alila Seminyak,4773000.0,Hotel,Local,50.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,294.4424587382662
INV-1875/KEVALA/OUT/V/2024,2024-05-31,bokashi berawa,Bokashi Berawa,31135500.0,Restaurant,Local,135.0,"
Indonesia",Indonesia,1920.7234808391554
INV-1876/KEVALA/OUT/VI/2024,2024-06-07,sungguh sangat nikmat,Bodass Dessert Bar,44888400.0,Restaurant,Local,228.0,,Indonesia,2769.1286119477877
INV-1877/KEVALA/OUT/V/2024,2024-05-31,shelter indonesia group,Shelter Canggu,197644935.0,Restaurant,Local,1040.0,JL PANTAI PERERENAN BJ DINAS PENGEMBUNGAN NO 133,Indonesia,12192.554078894786
INV-1878/KEVALA/OUT/VI/2024,2024-06-03,bali general supply,BGS,6127200.0,Restaurant,Local,48.0,"Jl. Raya Uluwatu No.77, Ungasan, Kec. Kuta Selatan , Kab . Badung Bali 80361",Indonesia,377.9819470314488
INV-1879/KEVALA/OUT/VI/2024,2024-06-03,bukit uluwatu villa,Alila Uluwatu,4978350.0,Hotel,Local,23.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,307.1103319630521
INV-1880/KEVALA/OUT/VI/2024,2024-06-06,boa development,Nihi Rote,39904500.0,Hotel,Local,160.0,"C/O Kantor taman A9 Unit B Lt.4
Jl.Dr Ide Anak Agung Gde Agung Kawasan Mega Kuningan
Jakarta 12950
Jakarta DKI Jakarta
Indonesia",Indonesia,2461.675905032714
INV-1883/KEVALA/OUT/VI/2024,2024-06-05,good food people,Milk & Madu Ubud,7459200.0,Restaurant,Local,34.0,"Jl. Suweta No.3, Ubud, Kabupaten Gianyar, Bali",Indonesia,460.1519355165463
INV-1884/KEVALA/OUT/VI/2024,2024-06-05,santanera,Santanera,27139500.0,Restaurant,Local,115.0,,Indonesia,1674.2135153838626
INV-1886/KEVALA/OUT/VI/2024,2024-06-10,mandara spa indonesia,Mandara Spa,21645000.0,SPA,Local,130.0,,Indonesia,1335.2623128828352
INV-1887/KEVALA/OUT/VI/2024,2024-06-12,nusadua graha international,The Westin Resort Nusa Dua,20135400.0,Hotel,Local,170.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,1242.136325933058
INV-1888/KEVALA/OUT/VI/2024,2024-06-13,indonesia adventure sport,Nihi Sumba,11655000.0,Hotel,Local,3.0,"Jl. Setia Budi Kuta, Pertokoan Kuta Poleng Blok C2 Kuta Badung Bali 80361",Indonesia,718.9873992446036
INV-1889/KEVALA/OUT/VI/2024,2024-06-13,mts investments indonesia,Further Hotel,9102000.0,Hotel,Local,50.0,"Jl. Pantai Pererenan No.84, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351",Indonesia,561.4949213148333
INV-1890/KEVALA/OUT/VI/2024,2024-06-17,success venture hotel investment,Pan Pacific Hotel,6915690.0,Hotel,Local,2.0,"Thamrin Nine Luminary Tower, Jalan MH. Thamrin No.10, Jakarta Pusat - 10230",Indonesia,426.6232489988771
INV-1891/KEVALA/OUT/VI/2024,2024-06-19,da maria,Da Maria,2097900.0,Restaurant,Local,9.0,,Indonesia,129.41773186402864
INV-1893/KEVALA/OUT/VI/2024,2024-06-19,balcony,Balcony,84823980.0,Restaurant,Local,560.0,,Indonesia,5232.721816711821
INV-1894/KEVALA/OUT/VI/2024,2024-06-21,bukit uluwatu villa,Alila Uluwatu,18037500.0,Hotel,Local,250.0,"Jl. Belimbing Sari, Banjar Tambiyak, Desa Pecatu, Bali, Indonesia.",Indonesia,1112.7185940690295
INV-1897/KEVALA/OUT/VI/2024,2024-06-25,sutera bali,Mamasan,7059600.0,Restaurant,Local,60.0,JALAN PETITENGET - KAB. BADUNG,Indonesia,435.50093897101704
INV-1898/KEVALA/OUT/VI/2024,2024-06-26,mactan seascapes service inc (crimson),Crimson / Boracay,730.0,Hotel,Export,1.0,"Seascapes Resort Town, Mactan Island, Lapu-lapu City Cebu",Philippines,730.0
INV-1899/KEVALA/OUT/VI/2024,2024-06-28,"loka neka jaya, pt",Locavore NXT,73260000.0,Restaurant,Local,250.0,"Jl. Dewi Sita No. 10B, Ubud, Kec. Ubud, Kab. Gianyar Bali 80571",Indonesia,4519.349366680365
INV-1900/KEVALA/OUT/VI/2024,2024-06-28,karang mas sejahtera,Ayana Hospitality,136557750.0,Hotel,Local,700.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,8424.135694482606
INV-1902/KEVALA/OUT/VI/2024,2024-06-30,badan canggu international,Regent Canggu,622217160.0,Hotel,Local,3960.0,Jl. Manunggal Jati Krian Sidoarjo,Indonesia,38384.06672104362
INV-1903/KEVALA/OUT/VI/2024,2024-06-30,badan canggu international,Regent Canggu,1278705792.0,Hotel,Local,8600.0,Jl. Manunggal Jati Krian Sidoarjo,Indonesia,78882.31246581647
INV-1904/KEVALA/OUT/VI/2024,2024-06-28,hamish & raisa,Hamish & Raisa,11194350.0,Personal,Local,90.0,,Indonesia,690.5702782268407
INV-1907/KEVALA/OUT/VI/2024,2024-06-30,good food cafe,Milk & Madu Uluwatu,75147000.0,Restaurant,Local,387.0,"Jalan Labuan Sait, Banjar Dinas Labuan Sait, Pecatu, Badung, Bali.",Indonesia,4635.7568503675875
INV-1908/KEVALA/OUT/VII/2024,2024-07-02,pablo long time asian restaurant,Pablo Long Time,149239500.0,Restaurant,Local,820.0,,Indonesia,9206.462459851138
INV-1909/KEVALA/OUT/VII/2024,2024-07-02,pablo long time asian restaurant,Pablo Long Time,4662000.0,Restaurant,Local,24.0,,Indonesia,287.59495969784143
INV-1910/KEVALA/OUT/VII/2024,2024-07-02,pablo long time asian restaurant,Pablo Long Time,6216000.0,Restaurant,Local,40.0,,Indonesia,383.4599462637886
INV-1911/KEVALA/OUT/VII/2024,2024-07-02,bumi canggu nusantara,Motel Mexicola Canggu,30136500.0,Restaurant,Local,170.0,"Jalan Pantai Batu Bolong, Canggu, Kuta Utara, Kab. Badung, Bali
Badung Bali",Indonesia,1859.0959894753323
INV-1913/KEVALA/OUT/VII/2024,2024-07-03,nusadua graha international,The Westin Resort Nusa Dua,6143850.0,Hotel,Local,32.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,379.0090718875125
INV-1914/KEVALA/OUT/VII/2024,2024-07-03,graha alam lestari,The Apurva Kempinski Bali,73159101.0,Hotel,Local,274.0,"Jl. Raya Nusa Dua Selatan Lot 4, Benoa, Kec. Kuta Selatan, Kab. Badung, Bali",Indonesia,4513.124990052619
INV-1915/KEVALA/OUT/VII/2024,2024-07-04,seniman industries,Seniman Caffe,4262400.0,Hotel,Local,48.0,,Indonesia,262.94396315231216
INV-1916/KEVALA/OUT/VII/2024,2024-07-05,wakatobi resort,Wakatobi,1598400.0,Hotel,Local,24.0,,Indonesia,98.60398618211707
INV-1917/KEVALA/OUT/VII/2024,2024-07-05,duta jaya perkasa,Jumeirah Bali,16816500.0,Hotel,Local,120.0,Pecatu Graha Indah Resort,Indonesia,1037.3961046243567
INV-1918/KEVALA/OUT/VII/2024,2024-07-05,michael lorenti,Michael Lorenti,34365600.0,Personal,Local,156.0,,Indonesia,2119.985702915517
INV-1919/KEVALA/OUT/VII/2024,2024-07-05,michael lorenti,Michael Lorenti,3829500.0,Personal,Local,6.0,,Indonesia,236.23871689465548
INV-1920/KEVALA/OUT/VII/2024,2024-07-05,karya agung kisma lestari,Laguna Hotel Bali,24420000.0,Hotel,Local,110.0,"Kawasan Pariwisata Nusa Dua Blok N2 Kuta Selatan, Badung, Bali",Indonesia,1506.4497888934552
INV-1921/KEVALA/OUT/VII/2024,2024-07-10,nusadua graha international,The Westin Resort Nusa Dua,23992650.0,Hotel,Local,262.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,1480.0869175878197
INV-1922/KEVALA/OUT/VII/2024,2024-07-10,prima ismaya sejahtera,Ismaya,6793200.0,Restaurant,Local,24.0,"SKYE Grand Indonesia 
Menara BCA
BCA Tower Lt. 56, Jl. M.H. Thamrin No.1 Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Indonesia,419.06694127399754
INV-1923/KEVALA/OUT/VII/2024,2024-07-10,prima ismaya sejahtera,Ismaya,185986.0,Restaurant,Local,2.0,"SKYE Grand Indonesia 
Menara BCA
BCA Tower Lt. 56, Jl. M.H. Thamrin No.1 Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Indonesia,11.47332393272474
INV-1924/KEVALA/OUT/VII/2024,2024-07-11,bali perkasa sukses,Indigo Bali,1398600.0,Hotel,Local,3.0,"Jl. Camplung Tanduk No.10, Seminyak Bali 80361",Indonesia,86.27848790935244
INV-1925/KEVALA/OUT/VII/2024,2024-07-11,sutera bali,Mamasan,8591400.0,Restaurant,Local,36.0,JALAN PETITENGET - KAB. BADUNG,Indonesia,529.9964257288792
INV-1927/KEVALA/OUT/VII/2024,2024-07-18,telaga cita rasa,Nam Heong,21578400.0,Personal,Local,144.0,,Indonesia,1331.1538134585803
INV-1928/KEVALA/OUT/VII/2024,2024-07-22,nusantara island resort,Amankila Hotel,15645450.0,Hotel,Local,68.0,,Indonesia,965.154989747875
INV-1929/KEVALA/OUT/VII/2024,2024-07-24,karang mas sejahtera,Ayana Hospitality,3296700.0,Hotel,Local,17.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,203.37072150061644
INV-1930/KEVALA/OUT/VII/2024,2024-07-26,graha alam lestari,The Apurva Kempinski Bali,28729852.0,Hotel,Local,228.0,"Jl. Raya Nusa Dua Selatan Lot 4, Benoa, Kec. Kuta Selatan, Kab. Badung, Bali",Indonesia,1772.3210270409586
INV-1931/KEVALA/OUT/VII/2024,2024-07-26,budi susanti,Budi Susanti,7714500.0,Personal,Local,30.0,,Indonesia,475.90118330952333
INV-1932/KEVALA/OUT/VII/2024,2024-07-29,maya resort,Maya Sanur,23304450.0,Hotel,Local,100.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,1437.632423537186
INV-1933/KEVALA/OUT/VII/2024,2024-07-30,maya resort,Maya Sanur,6696075.0,Hotel,Local,50.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,413.07537961362584
INV-1934/KEVALA/OUT/VII/2024,2024-07-31,wana kamala gemilang,Omma Bali,57417525.0,Restaurant,Local,250.0,"Br. Sebatu, Sebatu, Tegallalang, Kab. Gianyar, Bali",Indonesia,3542.0400661357367
INV-1935/KEVALA/OUT/VII/2024,2024-07-30,nusadua graha international,The Westin Resort Nusa Dua,12637350.0,Hotel,Local,138.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,779.5877657523631
INV-1936/KEVALA/OUT/VII/2024,2024-07-31,karang mas sejahtera,Ayana Hospitality,1404150.0,Hotel,Local,8.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,86.62086286137368
INV-1937/KEVALA/OUT/VII/2024,2024-07-30,kreasi cipta karsa,The Langham Jakarta,41070000.0,Hotel,Local,200.0,"Sudirman Central Business District 8 lot 28, RT 5 RW 3 Senayan  Kec. Kebayoran Baru DKI Jakarta 12190",Indonesia,2533.5746449571748
INV-1938/KEVALA/OUT/VIII/2024,2024-08-02,hotel pandan arum,Maya Ubud,8325000.0,Hotel,Local,30.0,"Jalan Gunung  Sari Peliatan Ubud Gianyar
Gianyar Bali
Indonesia",Indonesia,513.5624280318598
INV-1939/KEVALA/OUT/VIII/2024,2024-08-02,cakrawala bima pratiwi,Abisena,168034575.0,Hotel,Local,706.0,"Kelusa, Kec. Payangan, Kab. Gianyar Bali
Indonesia",Indonesia,10365.915234871067
INV-1940/KEVALA/OUT/VIII/2024,2024-08-05,samanvaya,Zen Happy,54778500.0,Hotel,Local,350.0,"Banjar Dinas Tebola, Telaga Tawang, Kec. Sidemen, Karangasem, Bali.",Indonesia,3379.240776449637
INV-1941/KEVALA/OUT/VIII/2024,2024-08-05,bokashi berawa,Bokashi Berawa,17049600.0,Restaurant,Local,48.0,"
Indonesia",Indonesia,1051.7758526092487
INV-1942/KEVALA/OUT/VIII/2024,2024-08-05,driss tabbakalt,Driss Tabbakalt,48618000.0,Personal,Local,240.0,,Indonesia,2999.204579706061
INV-1943/KEVALA/OUT/VIII/2024,2024-08-05,milk bar,Milk Bar,7059600.0,Restaurant,Local,72.0,,Indonesia,435.50093897101704
INV-1944/KEVALA/OUT/VIII/2024,2024-08-06,prima fenomena jaya,Prima Fenomena Jaya,4403986.0,Restaurant,Local,40.0,,Indonesia,271.678287468867
INV-1945/KEVALA/OUT/VIII/2024,2024-08-07,batu mejan sukses bersama bali,La Brisa,45732000.0,Restaurant,Local,280.0,,Indonesia,2821.169604655016
INV-1946/KEVALA/OUT/VIII/2024,2024-08-08,vista padang asri,Suarga Resort,10267500.0,Hotel,Local,50.0,,Indonesia,633.3936612392937
INV-1947/KEVALA/OUT/VIII/2024,2024-08-08,graha alam lestari,The Apurva Kempinski Bali,76704330.0,Hotel,Local,476.0,"Jl. Raya Nusa Dua Selatan Lot 4, Benoa, Kec. Kuta Selatan, Kab. Badung, Bali",Indonesia,4731.827261904747
INV-1948/KEVALA/OUT/VIII/2024,2024-08-12,santanera,Santanera,24508800.0,Restaurant,Local,96.0,,Indonesia,1511.9277881257951
INV-1949/KEVALA/OUT/VIII/2024,2024-08-12,taurus gemilang,Revolver Taurus,52292100.0,Restaurant,Local,238.0,,Indonesia,3225.8567979441214
INV-1951/KEVALA/OUT/VIII/2024,2024-08-13,cahaya warna prima,Six Sense Uluwatu,8880000.0,Hotel,Local,200.0,"Jl. Goa Lempeh, Uluwatu Kec. Kuta Selatan Kab Badung Bali 80361",Indonesia,547.7999232339837
INV-1952/KEVALA/OUT/VIII/2024,2024-08-14,prapat agung permai,Menjangan Dynasty Resort,6393600.0,Hotel,Local,36.0,"Desa Pejarakan, Gerokgak, Buleleng, Bali",Indonesia,394.4159447284683
INV-1953/KEVALA/OUT/VIII/2024,2024-08-14,expat roasters indonesia,Expat Roasters,65066868.0,Restaurant,Local,648.0,JALAN PETITENGET LINGKUNGAN UMA SARI - KAB. BADUN,Indonesia,4013.9217675085306
INV-1955/KEVALA/OUT/VIII/2024,2024-08-19,bali general supply,BGS,3996000.0,Restaurant,Local,48.0,"Jl. Raya Uluwatu No.77, Ungasan, Kec. Kuta Selatan , Kab . Badung Bali 80361",Indonesia,246.50996545529267
INV-1956/KEVALA/OUT/VIII/2024,2024-08-19,wynncor bali,Andaz Bali,11100000.0,Hotel,Local,100.0,"Jalan Danau Tamblingan 89A, Sanur, Bali, 80228, Indonesia.",Indonesia,684.7499040424797
INV-1957/KEVALA/OUT/VIII/2024,2024-08-20,gab's gastro bar,GAB's Gastro Bar,222570450.0,Restaurant,Local,1082.0,,Indonesia,13730.188673891127
INV-1962/KEVALA/OUT/VII/2024,2024-07-25,anaamaya resort seminyak,Alila Seminyak,132744900.0,Hotel,Local,639.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,8188.924102444014
INV-1963/KEVALA/OUT/VII/2024,2024-07-25,anaamaya resort seminyak,Alila Seminyak,28438200.0,Hotel,Local,154.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,1754.3292541568328
INV-1964/KEVALA/OUT/VII/2024,2024-07-25,anaamaya resort seminyak,Alila Seminyak,75846300.0,Hotel,Local,443.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,4678.896094322264
INV-1965/KEVALA/OUT/VIII/2024,2024-08-22,karya agung kisma lestari,Laguna Hotel Bali,6660000.0,Hotel,Local,30.0,"Kawasan Pariwisata Nusa Dua Blok N2 Kuta Selatan, Badung, Bali",Indonesia,410.84994242548777
INV-1966/KEVALA/OUT/VIII/2024,2024-08-22,pablo long time asian restaurant,Pablo Long Time,10822500.0,Restaurant,Local,70.0,,Indonesia,667.6311564414176
INV-1967/KEVALA/OUT/VIII/2024,2024-08-28,riviera bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,128944260.0,Restaurant,Local,578.0,,Indonesia,7954.465735299869
INV-1968/KEVALA/OUT/VIII/2024,2024-08-21,anaamaya resort seminyak,Alila Seminyak,1298700.0,Hotel,Local,7.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,80.11573877297012
INV-1969/KEVALA/OUT/VIII/2024,2024-08-21,anaamaya resort seminyak,Alila Seminyak,5161500.0,Hotel,Local,62.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,318.40870537975303
INV-1970/KEVALA/OUT/VIII/2024,2024-08-22,anaamaya resort seminyak,Alila Seminyak,7192800.0,Hotel,Local,18.0,"Jl. Taman Ganesha No.9
Petitenget, Kerobokan, Bali.

Email: info@alilaseminyak.com",Indonesia,443.7179378195268
INV-1971/KEVALA/OUT/VIII/2024,2024-08-23,karang mas sejahtera,Ayana Hospitality,62742750.0,Hotel,Local,700.0,"JL KARANG MAS SEJAHTERA, LINGKUNGAN PESALAKAN",Indonesia,3870.548832600116
INV-1972/KEVALA/OUT/VIII/2024,2024-08-23,mozaic ubud,Mozaic Ubud,55466700.0,Restaurant,Local,290.0,"JL. RAYA SANGGINGAN, UBUD, UBUD, KAB. GIANYAR, BALI",Indonesia,3421.695270500271
INV-1973/KEVALA/OUT/VIII/2024,2024-07-31,the lemon tree curacao,The Lemon Tree Curacao,691362500.0,Hotel,Local,3930.0,,Indonesia,42649.5860841053
INV-1975/KEVALA/OUT/VIII/2024,2024-08-23,jimbaran villas,Bvlgari,2985900.0,Hotel,Local,16.0,"Jalan Goa Lempeh, Banjar Dinas Kangin, Pecatu, Uluwatu, Badung, Bali 80361
Indonesia",Indonesia,184.197724187427
INV-1976/KEVALA/OUT/VIII/2024,2024-08-27,nusantara island resort,Amankila Hotel,316350.0,Hotel,Local,1.0,,Indonesia,19.51537226521067
INV-1977/KEVALA/OUT/VIII/2024,2024-08-28,maya resort,Maya Sanur,5994000.0,Hotel,Local,24.0,"JL. DANAU TAMBLINGAN NO. 87A, SANUR - KOTA DENPAS",Indonesia,369.764948182939
INV-1978/KEVALA/OUT/VIII/2024,2024-08-28,nusadua graha international,The Westin Resort Nusa Dua,33786180.0,Hotel,Local,144.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,2084.2417579244993
INV-1979/KEVALA/OUT/VIII/2024,2024-08-28,nativa graha saji,Billy Ho,3663000.0,Restaurant,Local,60.0,,Indonesia,225.9674683340183
INV-1980/KEVALA/OUT/VIII/2024,2024-08-29,optimist pererenan,Optimist Pererenan,42918150.0,Restaurant,Local,130.0,,Indonesia,2647.5855039802477
INV-1981/KEVALA/OUT/VIII/2024,2024-08-29,riviera bistro,Riviera Pererenan / CLANDESTINO FOOD GROUP,1332000.0,Restaurant,Local,16.0,,Indonesia,82.16998848509756
INV-1982/KEVALA/OUT/VIII/2024,2024-08-29,bali radiance,Bali Radiance,5994000.0,Hotel,Local,30.0,"Jalan Raya Semer No. 99, Kerobokan Kuta Utara, Badung, Bali",Indonesia,369.764948182939
INV-1983/KEVALA/OUT/VIII/2024,2024-08-29,fairmont jakarta - pt senayan trikarya sempana,Fairmont Jakarta,311604750.0,Hotel,Local,1200.0,"Jl. Asia Afrika No.8, Senayan, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Indonesia,19222.641681232508
INV-1984/KEVALA/OUT/VIII/2024,2024-08-29,samanvaya,Zen Happy,3579750.0,Hotel,Local,30.0,"Banjar Dinas Tebola, Telaga Tawang, Kec. Sidemen, Karangasem, Bali.",Indonesia,220.83184405369968
INV-1985/KEVALA/OUT/VIII/2024,2024-08-30,griya pancaloka,Sofitel Bali Nusa Dua Beach Resort,4745250.0,Hotel,Local,15.0,Kawasan Pariwisata Nusa Dua Celuk BTDC Lot N5 ; Kota. Kab. Badung,Indonesia,292.73058397816004
INV-1986/KEVALA/OUT/VIII/2024,2024-08-30,bali bounty,Kudeta,26806500.0,Restaurant,Local,120.0,,Indonesia,1653.6710182625884
INV-1987/KEVALA/OUT/VIII/2024,2024-08-30,griya pancaloka,Sofitel Bali Nusa Dua Beach Resort,11072250.0,Hotel,Local,35.0,Kawasan Pariwisata Nusa Dua Celuk BTDC Lot N5 ; Kota. Kab. Badung,Indonesia,683.0380292823735
INV-1988/KEVALA/OUT/VIII/2024,2024-08-30,nusadua graha international,The Westin Resort Nusa Dua,13255065.0,Hotel,Local,36.0,"Kawasan BTDC Nusa Dua Lot. 3. Kuta Selatan, Kabupaten Badung, Bali, Indonesia",Indonesia,817.694097912327
INV-1989/KEVALA/OUT/VIII/2024,2024-08-30,graha alam lestari,The Apurva Kempinski Bali,50277505.0,Hotel,Local,193.0,"Jl. Raya Nusa Dua Selatan Lot 4, Benoa, Kec. Kuta Selatan, Kab. Badung, Bali",Indonesia,3101.5780832653413
INV-1990/KEVALA/OUT/VIII/2024,2024-08-30,loloan bali,Mexicola Seminyak,10267500.0,Restaurant,Local,50.0,JL KAYU JATI - KAB. BADUNG,Indonesia,633.3936612392937
INV-1991/KEVALA/OUT/VIII/2024,2024-08-30,pt autogrill services indonesia,Wolf Gang Puck,122590897.0,Restaurant,Local,679.0,"Ngurah Rai Airport, Jl. Baypass Ngurah Rai Denpasar 80361",Indonesia,7562.5319781289645
INV-1992/KEVALA/OUT/VIII/2024,2024-08-31,wana kamala gemilang,Omma Bali,27417000.0,Restaurant,Local,100.0,"Br. Sebatu, Sebatu, Tegallalang, Kab. Gianyar, Bali",Indonesia,1691.3322629849247
